sales_sk,datetime_sk,customer_sk,product_sk,store_sk,quantity,total_amount,,,,,,,,
486,1/2/2024,9897,14,1,1,3,,,,,,,,
487,1/2/2024,7717,17,25,3,13.5,,,,,,,,
488,1/2/2024,6001,11,7,1,3.8,,,,,,,,
489,1/2/2024,6125,25,40,1,4,,,,,,,,
490,1/2/2024,10191,8,12,2,9,,,,,,,,
491,1/2/2024,13771,4,6,1,4.5,,,,,,,,
492,1/2/2024,7878,27,9,1,4.5,,,,,,,,
493,1/2/2024,13057,9,6,2,11,,,,,,,,
494,1/2/2024,3054,2,7,1,3.5,,,,,,,,
495,1/2/2024,10895,11,14,1,3.8,,,,,,,,
496,1/2/2024,14585,17,12,2,9,,,,,,,,
497,1/2/2024,222,6,8,1,5,,,,,,,,
498,1/2/2024,14037,19,4,1,5,,,,,,,,
499,1/2/2024,5644,20,24,4,14,,,,,,,,
500,1/2/2024,6131,3,1,5,20,,,,,,,,
501,1/2/2024,14947,30,39,2,10,,,,,,,,
502,1/2/2024,3429,21,37,3,10.5,,,,,,,,
503,1/2/2024,13454,20,9,2,7,,,,,,,,
504,1/2/2024,9595,8,39,2,9,,,,,,,,
505,1/2/2024,3244,25,39,1,4,,,,,,,,
506,1/2/2024,13479,30,14,2,10,,,,,,,,
507,1/2/2024,13038,17,33,1,4.5,,,,,,,,
508,1/2/2024,5290,14,29,3,9,,,,,,,,
509,1/2/2024,4428,25,1,3,12,,,,,,,,
510,1/2/2024,601,23,21,1,4,,,,,,,,
511,1/2/2024,12778,1,37,4,12,,,,,,,,
512,1/2/2024,3085,7,6,3,12,,,,,,,,
513,1/2/2024,12400,15,1,2,6,,,,,,,,
514,1/2/2024,14468,17,33,1,4.5,,,,,,,,
515,1/2/2024,10772,5,33,6,24,,,,,,,,
516,1/2/2024,13260,22,6,5,20,,,,,,,,
517,1/2/2024,2540,16,28,1,3.2,,,,,,,,
518,1/2/2024,11995,18,14,2,7,,,,,,,,
519,1/2/2024,10642,9,2,1,5.5,,,,,,,,
520,1/2/2024,6356,11,35,3,11.4,,,,,,,,
521,1/2/2024,5239,29,27,4,19.2,,,,,,,,
522,1/2/2024,5014,8,21,1,4.5,,,,,,,,
523,1/2/2024,6215,17,36,1,4.5,,,,,,,,
524,1/3/2024,2507,27,29,2,9,,,,,,,,
525,1/3/2024,2543,15,11,1,3,,,,,,,,
526,1/3/2024,7580,6,2,1,5,,,,,,,,
527,1/3/2024,13125,3,2,4,16,,,,,,,,
528,1/3/2024,11492,1,5,5,15,,,,,,,,
529,1/3/2024,7507,7,39,2,8,,,,,,,,
530,1/3/2024,8902,16,21,2,6.4,,,,,,,,
531,1/3/2024,8216,24,32,1,4.2,,,,,,,,
532,1/3/2024,7337,23,21,3,12,,,,,,,,
533,1/3/2024,2770,26,29,5,22.5,,,,,,,,
534,1/3/2024,6820,25,5,1,4,,,,,,,,
535,1/3/2024,152,25,30,3,12,,,,,,,,
536,1/3/2024,7119,4,28,2,9,,,,,,,,
537,1/3/2024,5176,29,17,3,14.4,,,,,,,,
538,1/3/2024,9964,27,2,2,9,,,,,,,,
539,1/3/2024,6580,11,31,2,7.6,,,,,,,,
540,1/3/2024,2127,30,23,1,5,,,,,,,,
541,1/3/2024,6765,1,30,4,12,,,,,,,,
542,1/3/2024,7049,16,27,4,12.8,,,,,,,,
543,1/3/2024,9813,16,17,2,6.4,,,,,,,,
544,1/3/2024,10285,12,40,2,10,,,,,,,,
545,1/3/2024,6537,7,28,1,4,,,,,,,,
546,1/3/2024,14411,9,40,2,11,,,,,,,,
547,1/3/2024,5649,12,27,5,25,,,,,,,,
548,1/3/2024,1423,23,36,1,4,,,,,,,,
549,1/3/2024,12425,15,8,2,6,,,,,,,,
550,1/3/2024,6869,6,6,2,10,,,,,,,,
551,1/3/2024,6333,9,34,1,5.5,,,,,,,,
552,1/3/2024,14913,1,37,1,3,,,,,,,,
553,1/3/2024,10048,2,1,1,3.5,,,,,,,,
554,1/3/2024,12825,22,7,6,24,,,,,,,,
555,1/3/2024,3118,14,4,3,9,,,,,,,,
556,1/3/2024,8103,23,3,4,16,,,,,,,,
557,1/3/2024,3882,6,19,1,5,,,,,,,,
558,1/3/2024,8969,5,11,1,4,,,,,,,,
559,1/3/2024,6034,27,4,1,4.5,,,,,,,,
560,1/3/2024,7446,16,1,2,6.4,,,,,,,,
561,1/3/2024,2883,24,17,4,16.8,,,,,,,,
562,1/3/2024,12556,21,10,3,10.5,,,,,,,,
563,1/3/2024,14719,27,39,1,4.5,,,,,,,,
564,1/3/2024,2511,24,23,3,12.6,,,,,,,,
565,1/3/2024,6143,20,10,4,14,,,,,,,,
566,1/3/2024,9415,22,36,2,8,,,,,,,,
567,1/3/2024,8277,13,17,5,27.5,,,,,,,,
568,1/3/2024,6476,17,12,1,4.5,,,,,,,,
569,1/3/2024,7461,2,20,5,17.5,,,,,,,,
570,1/3/2024,81,27,4,2,9,,,,,,,,
571,1/3/2024,1479,4,8,4,18,,,,,,,,
572,1/3/2024,4953,13,20,2,11,,,,,,,,
573,1/3/2024,11444,27,31,2,9,,,,,,,,
574,1/3/2024,11967,2,2,1,3.5,,,,,,,,
575,1/3/2024,2428,7,1,6,24,,,,,,,,
576,1/3/2024,14564,12,24,1,5,,,,,,,,
577,1/3/2024,5440,11,13,2,7.6,,,,,,,,
578,1/3/2024,3044,6,38,4,20,,,,,,,,
579,1/3/2024,4107,3,10,1,4,,,,,,,,
580,1/3/2024,7461,28,20,2,9.6,,,,,,,,
581,1/3/2024,11953,27,20,1,4.5,,,,,,,,
582,1/3/2024,14710,25,2,5,20,,,,,,,,
583,1/3/2024,9875,1,23,2,6,,,,,,,,
584,1/3/2024,3787,14,6,2,6,,,,,,,,
585,1/3/2024,4706,8,1,6,27,,,,,,,,
586,1/3/2024,13388,21,33,1,3.5,,,,,,,,
587,1/3/2024,1556,4,8,1,4.5,,,,,,,,
588,1/3/2024,13767,17,37,1,4.5,,,,,,,,
589,1/3/2024,13666,17,26,1,4.5,,,,,,,,
590,1/3/2024,7423,27,4,1,4.5,,,,,,,,
591,1/3/2024,7289,7,20,1,4,,,,,,,,
592,1/3/2024,7931,4,34,1,4.5,,,,,,,,
593,1/3/2024,12550,1,15,4,12,,,,,,,,
594,1/3/2024,3415,24,28,2,8.4,,,,,,,,
595,1/3/2024,13137,21,39,5,17.5,,,,,,,,
596,1/3/2024,7778,13,19,1,5.5,,,,,,,,
597,1/3/2024,13769,22,28,4,16,,,,,,,,
598,1/3/2024,9068,1,3,5,15,,,,,,,,
599,1/3/2024,11959,26,39,2,9,,,,,,,,
600,1/3/2024,6738,22,3,1,4,,,,,,,,
601,1/3/2024,3801,14,4,1,3,,,,,,,,
602,1/3/2024,1606,1,12,2,6,,,,,,,,
603,1/3/2024,14533,23,28,1,4,,,,,,,,
604,1/3/2024,14036,20,20,2,7,,,,,,,,
605,1/3/2024,1734,28,31,1,4.8,,,,,,,,
606,1/3/2024,7408,5,32,3,12,,,,,,,,
607,1/3/2024,9119,8,34,3,13.5,,,,,,,,
608,1/3/2024,1577,5,14,1,4,,,,,,,,
609,1/3/2024,5802,16,29,5,16,,,,,,,,
610,1/3/2024,990,7,39,3,12,,,,,,,,
611,1/3/2024,2868,16,25,2,6.4,,,,,,,,
612,1/3/2024,5061,12,39,1,5,,,,,,,,
613,1/3/2024,10634,10,38,5,32.5,,,,,,,,
614,1/3/2024,10070,22,23,1,4,,,,,,,,
615,1/3/2024,8573,10,29,2,13,,,,,,,,
616,1/3/2024,2156,18,25,3,10.5,,,,,,,,
617,1/3/2024,13024,3,24,2,8,,,,,,,,
618,1/3/2024,10995,20,29,3,10.5,,,,,,,,
619,1/3/2024,13752,15,9,1,3,,,,,,,,
620,1/3/2024,5080,23,20,2,8,,,,,,,,
621,1/3/2024,3288,10,29,1,6.5,,,,,,,,
622,1/3/2024,1604,14,24,1,3,,,,,,,,
623,1/3/2024,9656,18,28,5,17.5,,,,,,,,
624,1/3/2024,9334,4,3,3,13.5,,,,,,,,
625,1/3/2024,11724,8,29,1,4.5,,,,,,,,
626,1/3/2024,14755,9,1,2,11,,,,,,,,
627,1/3/2024,7201,12,9,3,15,,,,,,,,
628,1/3/2024,12836,4,10,1,4.5,,,,,,,,
629,1/3/2024,7130,9,13,1,5.5,,,,,,,,
630,1/3/2024,1626,21,8,2,7,,,,,,,,
631,1/3/2024,3238,9,37,3,16.5,,,,,,,,
632,1/3/2024,8624,22,4,1,4,,,,,,,,
633,1/3/2024,8792,23,18,5,20,,,,,,,,
634,1/3/2024,5796,19,3,1,5,,,,,,,,
635,1/3/2024,1642,7,37,2,8,,,,,,,,
636,1/3/2024,7263,27,26,1,4.5,,,,,,,,
637,1/3/2024,13573,4,36,1,4.5,,,,,,,,
638,1/3/2024,13198,5,7,1,4,,,,,,,,
639,1/3/2024,13327,8,20,2,9,,,,,,,,
640,1/3/2024,8709,15,34,5,15,,,,,,,,
641,1/3/2024,4768,7,39,2,8,,,,,,,,
642,1/3/2024,1660,16,39,4,12.8,,,,,,,,
643,1/3/2024,13518,16,20,3,9.6,,,,,,,,
644,1/3/2024,14143,10,33,1,6.5,,,,,,,,
645,1/3/2024,8250,5,20,2,8,,,,,,,,
646,1/3/2024,12023,6,20,1,5,,,,,,,,
647,1/3/2024,13694,1,1,1,3,,,,,,,,
648,1/3/2024,26,11,3,2,7.6,,,,,,,,
649,1/3/2024,12806,1,13,5,15,,,,,,,,
650,1/3/2024,14674,5,8,3,12,,,,,,,,
651,1/3/2024,11989,17,8,1,4.5,,,,,,,,
652,1/3/2024,6340,23,24,3,12,,,,,,,,
653,1/3/2024,14423,7,20,2,8,,,,,,,,
654,1/3/2024,9185,4,12,1,4.5,,,,,,,,
655,1/3/2024,10509,15,10,3,9,,,,,,,,
656,1/3/2024,5507,17,25,1,4.5,,,,,,,,
657,1/3/2024,8904,3,2,2,8,,,,,,,,
658,1/3/2024,13947,7,36,2,8,,,,,,,,
659,1/3/2024,14869,2,36,1,3.5,,,,,,,,
660,1/3/2024,6492,11,29,1,3.8,,,,,,,,
661,1/3/2024,13716,2,33,3,10.5,,,,,,,,
662,1/3/2024,13496,9,11,3,16.5,,,,,,,,
663,1/3/2024,1015,8,20,1,4.5,,,,,,,,
664,1/3/2024,772,16,4,1,3.2,,,,,,,,
665,1/3/2024,7445,14,11,1,3,,,,,,,,
666,1/3/2024,9728,2,30,1,3.5,,,,,,,,
667,1/3/2024,13266,29,14,1,4.8,,,,,,,,
668,1/3/2024,6271,9,6,2,11,,,,,,,,
669,1/3/2024,1628,8,13,1,4.5,,,,,,,,
670,1/3/2024,386,17,6,1,4.5,,,,,,,,
671,1/3/2024,10633,14,13,3,9,,,,,,,,
672,1/3/2024,7209,6,23,1,5,,,,,,,,
673,1/3/2024,5414,7,29,1,4,,,,,,,,
674,1/3/2024,8250,19,36,1,5,,,,,,,,
675,1/3/2024,10156,7,9,1,4,,,,,,,,
676,1/3/2024,6173,25,8,4,16,,,,,,,,
677,1/3/2024,9574,3,39,2,8,,,,,,,,
678,1/3/2024,2137,23,17,3,12,,,,,,,,
679,1/3/2024,13084,12,28,3,15,,,,,,,,
680,1/3/2024,4553,22,1,1,4,,,,,,,,
681,1/3/2024,5400,3,33,5,20,,,,,,,,
682,1/3/2024,7887,22,20,1,4,,,,,,,,
683,1/3/2024,13683,3,7,5,20,,,,,,,,
684,1/3/2024,10220,5,40,2,8,,,,,,,,
685,1/3/2024,9300,1,1,3,9,,,,,,,,
686,1/3/2024,7299,12,1,1,5,,,,,,,,
687,1/3/2024,9317,22,35,1,4,,,,,,,,
688,1/3/2024,1980,10,8,6,39,,,,,,,,
689,1/3/2024,13059,16,2,2,6.4,,,,,,,,
690,1/3/2024,9037,27,21,1,4.5,,,,,,,,
691,1/3/2024,1907,14,10,1,3,,,,,,,,
692,1/3/2024,2181,5,29,1,4,,,,,,,,
693,1/3/2024,6834,18,33,2,7,,,,,,,,
694,1/3/2024,13809,7,19,1,4,,,,,,,,
695,1/3/2024,7423,25,3,5,20,,,,,,,,
696,1/3/2024,9477,7,19,4,16,,,,,,,,
697,1/3/2024,4919,4,3,1,4.5,,,,,,,,
698,1/3/2024,3463,16,9,3,9.6,,,,,,,,
699,1/3/2024,12663,2,21,2,7,,,,,,,,
700,1/3/2024,4335,19,29,3,15,,,,,,,,
701,1/3/2024,2999,6,25,1,5,,,,,,,,
702,1/3/2024,8388,16,24,3,9.6,,,,,,,,
703,1/3/2024,4871,18,7,1,3.5,,,,,,,,
704,1/3/2024,4192,7,7,1,4,,,,,,,,
705,1/3/2024,3251,3,7,6,24,,,,,,,,
706,1/3/2024,8419,29,25,1,4.8,,,,,,,,
707,1/3/2024,5697,7,10,3,12,,,,,,,,
708,1/3/2024,9324,12,24,5,25,,,,,,,,
709,1/3/2024,8550,16,13,4,12.8,,,,,,,,
710,1/3/2024,7461,5,6,3,12,,,,,,,,
711,1/3/2024,9453,4,14,6,27,,,,,,,,
712,1/3/2024,6045,2,21,3,10.5,,,,,,,,
713,1/3/2024,271,21,21,3,10.5,,,,,,,,
714,1/3/2024,6968,30,3,3,15,,,,,,,,
715,1/3/2024,14865,2,23,3,10.5,,,,,,,,
716,1/3/2024,8758,12,13,1,5,,,,,,,,
717,1/3/2024,7581,12,32,6,30,,,,,,,,
718,1/3/2024,5056,18,16,2,7,,,,,,,,
719,1/3/2024,8983,19,9,1,5,,,,,,,,
720,1/3/2024,5897,29,8,1,4.8,,,,,,,,
721,1/3/2024,10961,10,9,2,13,,,,,,,,
722,1/3/2024,13026,4,6,2,9,,,,,,,,
723,1/3/2024,11843,6,10,1,5,,,,,,,,
724,1/3/2024,10189,30,4,2,10,,,,,,,,
725,1/3/2024,242,19,40,2,10,,,,,,,,
726,1/3/2024,12629,16,29,3,9.6,,,,,,,,
727,1/3/2024,9240,3,2,3,12,,,,,,,,
728,1/3/2024,7767,22,19,2,8,,,,,,,,
729,1/3/2024,9659,1,39,2,6,,,,,,,,
730,1/3/2024,3700,23,37,3,12,,,,,,,,
731,1/3/2024,1327,27,23,2,9,,,,,,,,
732,1/3/2024,3188,15,3,3,9,,,,,,,,
733,1/3/2024,4313,1,31,2,6,,,,,,,,
734,1/3/2024,11008,18,13,1,3.5,,,,,,,,
735,1/3/2024,12665,5,8,4,16,,,,,,,,
736,1/3/2024,6414,8,15,2,9,,,,,,,,
737,1/3/2024,10507,30,23,6,30,,,,,,,,
738,1/3/2024,6698,16,11,2,6.4,,,,,,,,
739,1/3/2024,12504,30,1,2,10,,,,,,,,
740,1/3/2024,2333,5,29,5,20,,,,,,,,
741,1/3/2024,13220,18,4,3,10.5,,,,,,,,
742,1/3/2024,2713,10,37,2,13,,,,,,,,
743,1/3/2024,9579,4,18,3,13.5,,,,,,,,
744,1/3/2024,1334,23,27,2,8,,,,,,,,
745,1/3/2024,9883,16,14,2,6.4,,,,,,,,
746,1/3/2024,11939,11,32,1,3.8,,,,,,,,
747,1/3/2024,13711,19,2,1,5,,,,,,,,
748,1/3/2024,8122,7,34,4,16,,,,,,,,
749,1/3/2024,10939,11,21,3,11.4,,,,,,,,
750,1/3/2024,4139,22,1,1,4,,,,,,,,
751,1/3/2024,910,28,24,2,9.6,,,,,,,,
752,1/3/2024,7091,8,20,3,13.5,,,,,,,,
753,1/3/2024,11384,19,14,2,10,,,,,,,,
754,1/3/2024,4633,8,12,1,4.5,,,,,,,,
755,1/3/2024,358,11,4,1,3.8,,,,,,,,
756,1/3/2024,13142,14,23,2,6,,,,,,,,
757,1/3/2024,231,4,6,2,9,,,,,,,,
758,1/3/2024,6733,6,29,3,15,,,,,,,,
759,1/3/2024,2475,4,32,1,4.5,,,,,,,,
760,1/3/2024,5830,14,3,1,3,,,,,,,,
761,1/3/2024,4585,20,38,3,10.5,,,,,,,,
762,1/3/2024,10461,27,27,1,4.5,,,,,,,,
763,1/3/2024,6971,2,21,3,10.5,,,,,,,,
764,1/3/2024,4653,15,11,1,3,,,,,,,,
765,1/3/2024,6333,16,36,3,9.6,,,,,,,,
766,1/3/2024,8448,3,36,1,4,,,,,,,,
767,1/3/2024,8632,5,37,1,4,,,,,,,,
768,1/3/2024,2597,19,32,1,5,,,,,,,,
769,1/3/2024,11306,11,8,1,3.8,,,,,,,,
770,1/3/2024,9754,2,5,6,21,,,,,,,,
771,1/3/2024,144,28,26,1,4.8,,,,,,,,
772,1/3/2024,10185,22,20,1,4,,,,,,,,
773,1/3/2024,11265,5,28,1,4,,,,,,,,
774,1/3/2024,9904,23,29,1,4,,,,,,,,
775,1/3/2024,7289,16,4,1,3.2,,,,,,,,
776,1/3/2024,9406,15,25,2,6,,,,,,,,
777,1/3/2024,9684,19,18,2,10,,,,,,,,
778,1/3/2024,8260,14,6,2,6,,,,,,,,
779,1/3/2024,14533,4,12,2,9,,,,,,,,
780,1/3/2024,12697,28,22,1,4.8,,,,,,,,
781,1/3/2024,18,30,40,1,5,,,,,,,,
782,1/3/2024,4977,9,37,6,33,,,,,,,,
783,1/3/2024,1564,8,32,3,13.5,,,,,,,,
784,1/4/2024,2645,14,12,3,9,,,,,,,,
785,1/4/2024,7393,18,28,1,3.5,,,,,,,,
786,1/4/2024,11613,16,21,6,19.2,,,,,,,,
787,1/4/2024,8084,16,20,2,6.4,,,,,,,,
788,1/4/2024,5613,25,36,1,4,,,,,,,,
789,1/4/2024,13940,19,21,2,10,,,,,,,,
790,1/4/2024,10664,7,14,4,16,,,,,,,,
791,1/4/2024,14564,15,39,1,3,,,,,,,,
792,1/4/2024,10618,13,20,1,5.5,,,,,,,,
793,1/4/2024,7091,19,13,1,5,,,,,,,,
794,1/4/2024,8197,12,27,2,10,,,,,,,,
795,1/4/2024,4531,23,1,3,12,,,,,,,,
796,1/4/2024,1864,7,17,1,4,,,,,,,,
797,1/4/2024,10440,13,3,2,11,,,,,,,,
798,1/4/2024,11192,25,21,4,16,,,,,,,,
799,1/4/2024,4506,5,18,2,8,,,,,,,,
800,1/4/2024,4896,7,26,1,4,,,,,,,,
801,1/4/2024,8153,7,30,2,8,,,,,,,,
802,1/4/2024,12910,6,6,3,15,,,,,,,,
803,1/4/2024,14849,11,36,1,3.8,,,,,,,,
804,1/4/2024,9852,15,24,1,3,,,,,,,,
805,1/4/2024,4160,16,2,1,3.2,,,,,,,,
806,1/4/2024,5907,13,15,2,11,,,,,,,,
807,1/4/2024,7579,15,7,2,6,,,,,,,,
808,1/4/2024,8580,13,28,1,5.5,,,,,,,,
809,1/4/2024,4622,5,21,1,4,,,,,,,,
810,1/4/2024,1017,6,1,1,5,,,,,,,,
811,1/4/2024,1304,21,23,2,7,,,,,,,,
812,1/4/2024,9344,2,9,4,14,,,,,,,,
813,1/4/2024,6739,30,27,5,25,,,,,,,,
814,1/4/2024,357,22,19,3,12,,,,,,,,
815,1/4/2024,8705,17,38,5,22.5,,,,,,,,
816,1/4/2024,10394,21,23,4,14,,,,,,,,
817,1/4/2024,9773,29,15,2,9.6,,,,,,,,
818,1/4/2024,2301,14,20,2,6,,,,,,,,
819,1/4/2024,11383,16,25,1,3.2,,,,,,,,
820,1/4/2024,5419,14,31,2,6,,,,,,,,
821,1/4/2024,4186,4,2,2,9,,,,,,,,
822,1/4/2024,241,4,32,3,13.5,,,,,,,,
823,1/4/2024,10970,30,6,1,5,,,,,,,,
824,1/4/2024,2430,27,33,2,9,,,,,,,,
825,1/4/2024,14980,3,1,1,4,,,,,,,,
826,1/4/2024,10140,1,15,5,15,,,,,,,,
827,1/4/2024,8290,27,36,1,4.5,,,,,,,,
828,1/4/2024,701,23,2,1,4,,,,,,,,
829,1/4/2024,13503,25,33,3,12,,,,,,,,
830,1/4/2024,6528,4,7,2,9,,,,,,,,
831,1/4/2024,2721,15,18,1,3,,,,,,,,
832,1/4/2024,6980,14,13,6,18,,,,,,,,
833,1/4/2024,14421,16,9,4,12.8,,,,,,,,
834,1/4/2024,10830,16,35,5,16,,,,,,,,
835,1/4/2024,10806,5,6,1,4,,,,,,,,
836,1/4/2024,9402,17,14,2,9,,,,,,,,
837,1/4/2024,2777,19,9,1,5,,,,,,,,
838,1/4/2024,7956,11,25,3,11.4,,,,,,,,
839,1/4/2024,13625,4,9,2,9,,,,,,,,
840,1/4/2024,10541,17,4,1,4.5,,,,,,,,
841,1/4/2024,6665,18,10,2,7,,,,,,,,
842,1/4/2024,9090,16,29,1,3.2,,,,,,,,
843,1/4/2024,8778,2,9,2,7,,,,,,,,
844,1/4/2024,11966,30,11,2,10,,,,,,,,
845,1/4/2024,2356,17,40,4,18,,,,,,,,
846,1/4/2024,176,27,18,1,4.5,,,,,,,,
847,1/4/2024,1227,2,24,1,3.5,,,,,,,,
848,1/4/2024,10491,21,3,1,3.5,,,,,,,,
849,1/4/2024,3502,30,23,2,10,,,,,,,,
850,1/4/2024,5567,9,36,2,11,,,,,,,,
851,1/4/2024,12001,5,11,1,4,,,,,,,,
852,1/4/2024,10299,4,6,2,9,,,,,,,,
853,1/4/2024,1505,5,12,2,8,,,,,,,,
854,1/4/2024,9460,17,25,1,4.5,,,,,,,,
855,1/4/2024,11432,5,38,3,12,,,,,,,,
856,1/4/2024,10933,20,2,4,14,,,,,,,,
857,1/4/2024,4226,6,32,1,5,,,,,,,,
858,1/4/2024,12939,17,7,2,9,,,,,,,,
859,1/4/2024,11792,26,21,1,4.5,,,,,,,,
860,1/4/2024,13613,18,11,2,7,,,,,,,,
861,1/4/2024,12465,18,36,2,7,,,,,,,,
862,1/4/2024,6587,8,34,3,13.5,,,,,,,,
863,1/4/2024,4911,8,7,2,9,,,,,,,,
864,1/4/2024,7657,1,9,1,3,,,,,,,,
865,1/4/2024,4533,5,29,1,4,,,,,,,,
866,1/4/2024,2298,1,4,2,6,,,,,,,,
867,1/4/2024,9075,11,40,1,3.8,,,,,,,,
868,1/4/2024,2829,13,39,2,11,,,,,,,,
869,1/4/2024,9300,19,18,2,10,,,,,,,,
870,1/4/2024,12173,7,31,1,4,,,,,,,,
871,1/4/2024,6973,30,8,3,15,,,,,,,,
872,1/4/2024,5471,4,14,2,9,,,,,,,,
873,1/4/2024,5991,4,21,1,4.5,,,,,,,,
874,1/4/2024,13353,27,19,1,4.5,,,,,,,,
875,1/4/2024,1900,5,36,2,8,,,,,,,,
876,1/4/2024,2359,21,32,2,7,,,,,,,,
877,1/4/2024,5405,7,20,3,12,,,,,,,,
878,1/4/2024,10638,16,28,1,3.2,,,,,,,,
879,1/4/2024,4870,21,1,3,10.5,,,,,,,,
880,1/4/2024,5245,22,7,2,8,,,,,,,,
881,1/4/2024,4970,8,1,5,22.5,,,,,,,,
882,1/4/2024,6051,15,21,1,3,,,,,,,,
883,1/4/2024,11866,1,21,1,3,,,,,,,,
884,1/4/2024,8665,1,31,2,6,,,,,,,,
885,1/4/2024,527,6,17,1,5,,,,,,,,
886,1/4/2024,2531,15,7,4,12,,,,,,,,
887,1/4/2024,3690,27,29,2,9,,,,,,,,
888,1/4/2024,9519,21,24,2,7,,,,,,,,
889,1/4/2024,10802,22,15,1,4,,,,,,,,
890,1/4/2024,3193,15,17,1,3,,,,,,,,
891,1/4/2024,3689,11,7,3,11.4,,,,,,,,
892,1/4/2024,10056,6,37,3,15,,,,,,,,
893,1/4/2024,1760,17,9,1,4.5,,,,,,,,
894,1/4/2024,4977,7,1,2,8,,,,,,,,
895,1/4/2024,14974,20,1,1,3.5,,,,,,,,
896,1/4/2024,1887,28,28,2,9.6,,,,,,,,
897,1/4/2024,7764,3,7,1,4,,,,,,,,
898,1/4/2024,14466,10,24,1,6.5,,,,,,,,
899,1/4/2024,10108,3,6,4,16,,,,,,,,
900,1/4/2024,11741,19,6,4,20,,,,,,,,
901,1/4/2024,2640,25,36,3,12,,,,,,,,
902,1/4/2024,10572,13,12,3,16.5,,,,,,,,
903,1/4/2024,4069,24,14,2,8.4,,,,,,,,
904,1/4/2024,12338,27,20,1,4.5,,,,,,,,
905,1/4/2024,5735,30,9,4,20,,,,,,,,
906,1/4/2024,12698,18,4,6,21,,,,,,,,
907,1/4/2024,4026,5,15,1,4,,,,,,,,
908,1/4/2024,8517,10,39,1,6.5,,,,,,,,
909,1/4/2024,818,3,6,2,8,,,,,,,,
910,1/4/2024,2550,23,19,1,4,,,,,,,,
911,1/4/2024,1523,17,11,2,9,,,,,,,,
912,1/4/2024,5544,12,19,3,15,,,,,,,,
913,1/4/2024,1830,8,6,4,18,,,,,,,,
914,1/4/2024,13008,13,9,1,5.5,,,,,,,,
915,1/4/2024,13882,4,39,3,13.5,,,,,,,,
916,1/4/2024,5318,1,35,1,3,,,,,,,,
917,1/4/2024,9149,28,1,2,9.6,,,,,,,,
918,1/4/2024,1752,26,35,1,4.5,,,,,,,,
919,1/4/2024,10945,7,28,5,20,,,,,,,,
920,1/4/2024,12967,3,31,3,12,,,,,,,,
921,1/4/2024,290,1,15,1,3,,,,,,,,
922,1/4/2024,4541,8,21,2,9,,,,,,,,
923,1/4/2024,12560,1,4,5,15,,,,,,,,
924,1/4/2024,2468,7,17,2,8,,,,,,,,
925,1/4/2024,13762,7,7,1,4,,,,,,,,
926,1/4/2024,1326,20,17,2,7,,,,,,,,
927,1/4/2024,2494,5,31,1,4,,,,,,,,
928,1/4/2024,7498,23,8,4,16,,,,,,,,
929,1/4/2024,8495,17,7,5,22.5,,,,,,,,
930,1/4/2024,4237,4,19,1,4.5,,,,,,,,
931,1/4/2024,8294,6,2,3,15,,,,,,,,
932,1/4/2024,10877,15,36,2,6,,,,,,,,
933,1/4/2024,9001,1,31,1,3,,,,,,,,
934,1/4/2024,12723,17,20,1,4.5,,,,,,,,
935,1/4/2024,13905,28,25,6,28.8,,,,,,,,
936,1/4/2024,9662,2,1,1,3.5,,,,,,,,
937,1/4/2024,14765,27,2,3,13.5,,,,,,,,
938,1/4/2024,10828,3,27,5,20,,,,,,,,
939,1/4/2024,9220,9,2,5,27.5,,,,,,,,
940,1/4/2024,7959,15,35,1,3,,,,,,,,
941,1/4/2024,3868,4,39,3,13.5,,,,,,,,
942,1/4/2024,3808,24,25,3,12.6,,,,,,,,
943,1/4/2024,7294,15,24,4,12,,,,,,,,
944,1/4/2024,7059,5,28,2,8,,,,,,,,
945,1/4/2024,11239,3,14,1,4,,,,,,,,
946,1/4/2024,4135,3,25,1,4,,,,,,,,
947,1/4/2024,11240,15,20,2,6,,,,,,,,
948,1/4/2024,330,30,19,1,5,,,,,,,,
949,1/4/2024,4212,17,32,1,4.5,,,,,,,,
950,1/4/2024,6813,15,28,1,3,,,,,,,,
951,1/4/2024,5028,4,13,1,4.5,,,,,,,,
952,1/4/2024,3340,9,9,2,11,,,,,,,,
953,1/4/2024,1716,23,18,1,4,,,,,,,,
954,1/4/2024,8309,11,14,3,11.4,,,,,,,,
955,1/4/2024,11081,4,11,5,22.5,,,,,,,,
956,1/4/2024,13286,5,6,4,16,,,,,,,,
957,1/4/2024,8404,2,5,1,3.5,,,,,,,,
958,1/4/2024,14525,6,13,4,20,,,,,,,,
959,1/4/2024,9391,23,21,3,12,,,,,,,,
960,1/4/2024,7618,1,24,2,6,,,,,,,,
961,1/4/2024,14139,9,19,1,5.5,,,,,,,,
962,1/4/2024,10080,30,2,2,10,,,,,,,,
963,1/4/2024,2722,28,14,2,9.6,,,,,,,,
964,1/4/2024,7258,1,24,6,18,,,,,,,,
965,1/4/2024,6182,19,10,3,15,,,,,,,,
966,1/4/2024,7939,4,5,2,9,,,,,,,,
967,1/4/2024,9777,19,6,2,10,,,,,,,,
968,1/4/2024,5069,3,39,4,16,,,,,,,,
969,1/4/2024,6743,19,6,1,5,,,,,,,,
970,1/4/2024,9386,19,36,1,5,,,,,,,,
971,1/4/2024,3400,27,39,4,18,,,,,,,,
972,1/4/2024,14791,27,12,3,13.5,,,,,,,,
